source_row,tweet,tweet_label,_label_norm,keyword,subjects_scored
5811756,What a slap on @RahulGandhi ‘s face by Siddharth Verma! https://t.co/vX5oXJzQVr,Pro Ruling,pro ruling,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6389}, {'text': 'slap', 'score': 0.4594}, {'text': 'face', 'score': 0.3989}]"
5226536,Don't b an apologetic Congress supporter. You rstanding on the right side. Be proud of yourself. @RahulGandhi is setting a new standard in politics. Support him/spread his ideas/spread Congress.Too many people have lost their lives. We won't allow their sacrifices to go to waste.,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4666}, {'text': 'congress', 'score': 0.4401}, {'text': 'yourself', 'score': 0.1879}]"
861946,"I don't understanding why some people are comparing @RahulGandhi with @myogiadityanath. There is no comparison. One is a Chief Minister with some brains and decisiveness. The other is an aspiring comedian with no brains, no accountability and a perpetual jackass.",Pro Ruling,pro ruling,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4526}, {'text': 'comparing', 'score': 0.2884}, {'text': 'comedian', 'score': 0.2749}]"
2484290,This new article by @Mediapart endorses #Rafale was indeed a murky scam. The BJP spun it into an attack on @RahulGandhi &amp; media attributed an electoral win to this. Now a betrayal of national interest by our collective media. Counting on you @bainjal Vous devez lire ce 👇🏻 https://t.co/Kc8t64zc7r,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5197}, {'text': 'scam', 'score': 0.4099}, {'text': 'mediapart', 'score': 0.3049}]"
7597813,Mr @RahulGandhi will in #Belagavi  #Karnataka &amp; #Wayanad #Kerala today https://t.co/QwIO7QwRCs,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6566}, {'text': 'will', 'score': 0.3525}, {'text': 'amp', 'score': 0.121}]"
6206214,"#Amethi defeat is still hurting @RahulGandhi that CONgis have to morph @smritiirani ji's picture to show she is watching #BharatPhodoYatra. Even CONgis have stopped bothering about progress of whatever Pappu is upto, so they needed these kind of stuff for visibility #AckThoo",Pro Ruling,pro ruling,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5713}, {'text': 'defeat', 'score': 0.4331}, {'text': 'visibility', 'score': 0.2575}]"
6967440,Rajasthan Congress passes resolution to appoint @RahulGandhi as party president https://t.co/30nIYm1POU via @indiatoday,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4286}, {'text': 'congress', 'score': 0.3675}, {'text': 'appoint', 'score': 0.1963}]"
843631,"@Thakurrsjamwal2 @INCIndia @RahulGandhi @kharge @Oommen_Chandy @Jairam_Ramesh @ShashiTharoor @ajaymaken @Pawankhera @AshaKumariINC @SATAVRAJEEV @DKShivakumar @JaiveerShergill @virenderrathor @bhatia_niraj23 @msgpahujaa @jitupatwari @digvijaya_28 @srinivasiyc @Anish_INC This is indirect Challenge to India by Pak and China by building dam in POK where as our Home Minister and Prime minister used to speak in parliament that we will take back POK but why silent when China making dam in POk?
https://t.co/pIo9Zux9Nm",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.531}, {'text': 'minister', 'score': 0.4059}, {'text': 'china', 'score': 0.4035}]"
5539809,#Karnataka | Congress MP @RahulGandhi resumes 'Bharat Jodo Yatra' from Tiptur in Tumkur district. | reported by news agency ANI https://t.co/JrlAlyIqXd,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4566}, {'text': 'resumes', 'score': 0.2567}, {'text': 'congress', 'score': 0.0912}]"
741280,Gandhi siblings - Mr @RahulGandhi and Ms @priyankagandhi - to address rallies on Feb 4th at Jangpura and Sangam Vihar and on Feb 5th at Kundali and  Matiamahal -Ballimaran-Chandani Chowk ... #DelhiPolls https://t.co/ffAbWjAyPT,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4892}, {'text': 'rallies', 'score': 0.4338}, {'text': 'siblings', 'score': 0.407}]"
2069558,"@RahulGandhi This is the Sanghi Tukde-tukde Gang at work, trying treacherously to break up our federal union of states.

BJP-RSS icons like Deen Dayal Upadhyaya, always opposed our constitution, &amp; wanted a UNITARY state under a single central govt, NOT a union of states. 
#BharatJalaoParty https://t.co/TDlqlLJISQ",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5379}, {'text': 'federal', 'score': 0.3991}, {'text': 'break', 'score': 0.1782}]"
3146800,@AbhimanyuSilwal @RahulGandhi @rohanrgupta @_Sweet_Parul_ @_iamSA1 @BabySingh99 @Khan_Girl_ @LaxmiSingh02 @Vini_J26 @SamikshaNeetu1 @KaveetaJaain @SurrbhiM @surekha34772184 @speedytohike App sabko bhi hardik subhkamnayein,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6149}, {'text': 'babysingh99', 'score': 0.4651}, {'text': 'app', 'score': 0.4137}]"
1997665,"I have shared my concerns with @RahulGandhi Ji, was assured they will be sorted out. https://t.co/cZwKQgjxuR",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4826}, {'text': 'concerns', 'score': 0.3832}, {'text': 'sorted', 'score': 0.3435}]"
3791707,"Look at the kind of reception @RahulGandhi is getting in Kerala ! 

They are welcoming their own Rahul with full enthusiasm &amp; love 💕 

Rahul Manarkadu Kottayam District.
#JananayakanRahulGandhi 
#VoteForUDF https://t.co/EuURWir2AP",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6402}, {'text': 'reception', 'score': 0.3886}, {'text': 'vote', 'score': 0.2737}]"
2141492,"When @RahulGandhi stopped take the flower from the little girl who was waiting in scorching heat to greet him 🥰🥰✌🏼✌🏼

#നാട്നന്നാകാൻUDF
#VoteForUDF https://t.co/MTWsVwEXXj",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6066}, {'text': 'vote', 'score': 0.3931}, {'text': 'heat', 'score': 0.2444}]"
